variable_1,variable_2,v_cramer
ILIMFOTHYR,TOBVAPONL2,0.31568621433516414
PREGST,RCVYMHPRB,0.3155448291360802
NICVAPYR,SVYRDUDANY,0.31525599955015166
NICVAPFLAG,SVYRDUDANY,0.3149879324637724
ILLANDALC,TOBVAPONL2,0.3141227508226502
CATAG3,NICVAPFLAG,0.313522197971275
NICVAPYR,UD5ILALANY,0.3129320122491614
ILLMON,NICVAPYR,0.31285901449886533
ILLFLAG,SVYRDUDANY,0.31196451604226655
ILLFLAG,UD5ILLANY,0.3114821334280352
ENRLCOLLFT2,NOMARR2,0.31122578915485927
ILIMFOTHYR,NICVAPYR,0.31106530525977755
ENRLCOLLFT2,IRMARIT,0.3110395841921175
MRJMDAYS,NICVAPYR,0.3110069104494168
NICVAPFLAG,UD5ILLANY,0.31055363724244894
MRJYDAYS,SVYRSUDANY,0.3098095425080403
ILLFLAG,TOBVAPONL2,0.30892998831551577
DRVINHALL,NICVAPFLAG,0.3085551636328032
ILLEMFLAG2,STMANYFLAG,0.3084382401335814
HALLMOLST,NICVAPFLAG,0.3083218334557132
DRVINMARJ,SVYRSUDANY,0.3083075622166325
RCVYMHPRB,RKFQDBLT,0.3080411846202595
DRVINHALL,DRVINMARJ,0.30787098691831327
STMANYFLAG,TQSDANYFLG,0.3070252495462311
MJSMKYR,NICVPMDAYS,0.3058607078935147
CBDHMPFLAG,SVYRSUDANY,0.30482277498754906
HPDRGTALK,IRPYSEV5MRJ,0.3045671532778634
IRPYSEV5MRJ,NICVAPFLAG,0.30452651211224474
NICVAPYR,UD5ILLANY,0.30443011952242466
DRVINHALL,MRJMONVAP2,0.3037978423963642
ILLEMFLAG2,NICVAPFLAG,0.30371923508239457
CBDHMPFLAG,UD5ILALANY,0.3013982084429979
IRPYSEV5MRJ,NICVAPYR,0.299655271648959
HPDRGTALK,SVYRDUDANY,0.29865945694869156
ILIMFOTHMN,NICVAPYR,0.2965556289575219
HALLMOLST,MRJMONVAP2,0.29633891566557014
MRJMDAYS,MRJMLU,0.29551482457653994
DRVINMARJ,FUNICVAP21,0.2955041432327568
MRJMLU,NICVAPYR,0.29532807631018065
CBDHMPFLAG,IRPYSEV5MRJ,0.29504671627998685
ILLFLAG,IRPYSEV5MRJ,0.29442622469478513
FUMJ21,FUNICVAP21,0.29434851558674013
CBDHMPFLAG,SVYRDUDANY,0.294077602410051
CAMHPROB,PREGST,0.2940058850142268
CBDHMPFLAG,UD5ILLANY,0.29376865829078747
FUNICVAP18,MJVAPFLAG,0.29376811406953857
MRJFLAG,NICVAPYR,0.2929972533104422
DRVINHALL,STMANYFLAG,0.2918709749225465
CASUPROB,FUMJ21,0.2913175615737629
ILLYR,NICVPMDAYS,0.29104207742965865
CASURCVR,FUMJ21,0.29093578396112063
FUNICVAP21,HPDRGTALK,0.29051547122448523
MRJYR,NICVPMDAYS,0.28965794742927675
ILLEMFLAG2,IRPYSEV5MRJ,0.2895437723479045
HALLMOLST,STMANYFLAG,0.2885722668489536
MRJMDAYS,SVYRSUDANY,0.2879623804790248
FUMJ21,NICVPMDAYS,0.2871100030990115
CATAG7,NICVAPFLAG,0.2865836351766276
ILIMFOTHFG,SVYRDUDANY,0.2865531982963178
ILIMFOTHFG,UD5ILLANY,0.2861904809528411
CAMHPROB2,DRVINMARJ,0.286138764990416
FUNICVAP21,MJSMKYR,0.28585401919846504
IRPYSEV5MRJ,MRJYRBFR,0.2852192169981915
ILLEMFLAG2,TQSDANYFLG,0.2848102697667777
ILLMON,NICVPMDAYS,0.28458501325082947
FUNICVAP21,MRJYDAYS,0.2830396067176858
ILIMFOTHFG,TOBVAPONL2,0.28265699698236996
HPDRGTALK,SVYRSUDANY,0.2825071462089228
ILLEMFLAG2,TOBVAPONL2,0.28250375865122085
HPDRGTALK,RCVYMHPRB,0.28218318591558456
NICVPMDAYS,UD5ILLANY,0.2820639454299733
CASUPROB,MRJFLAG,0.2818795505068522
CASURCVR,MRJFLAG,0.28080406304560895
NICVPMDAYS,UD5ILALANY,0.2806729529465866
CATAGE,NICVAPFLAG,0.27991706154775037
ILLFLAG,NICVAPYR,0.27844106253605816
CASUPROB,PREGST,0.2783129472385126
FUNICVAP21,MRJYR,0.277524798798672
CAMHRCVR,PREGST,0.2769477465374586
DRVINHALL,RKFQDBLT,0.27689285814806186
FUNICVAP21,MRJYRBFR,0.27539304345944127
ILLANDALC,NICVPMDAYS,0.27466693840192563
LVLDIFMEM2,PREGST,0.27409079535098274
DRVINHALL,HPDRGTALK,0.2740483665917798
CASUPROB,ILLFLAG,0.2733014536009547
CAMHPROB,PREGSTAT,0.27233908346909846
CASURCVR,ILLFLAG,0.27228156763090505
CAMHPROB,ILIMFOTHFG,0.2721335537899668
MRJMONVAP2,TOBVAPONL2,0.27203478720308366
CAMHRCVR,ILIMFOTHFG,0.2718855303011186
MRJYRBFR,SVYRDUDANY,0.2716049171134243
CAMHRCVR,CBDHMPFLAG,0.2712764734752802
CAMHPROB,CBDHMPFLAG,0.2712453482613453
CAMHPROB2,ILIMFOTHFG,0.27118509091317683
FUNICVAP21,ILLANDALC,0.27113183063958624
CAMHPROB2,CBDHMPFLAG,0.270701768488835
LVLDIFCARE2,PREGST,0.2705652958677378
CAMHRCVR,ILLFLAG,0.27038753524233927
ILIMFOTHMN,NICVPMDAYS,0.27034849365627084
CAMHPROB,ILLFLAG,0.27025180410455163
FUNICVAP21,ILLYR,0.2698127363798529
CAMHRCVR,ILLEMFLAG2,0.26963305463690274
CAMHPROB2,ILLFLAG,0.2695088676741612
LVLDIFCOMM2,PREGST,0.26938711640193674
ILIMFOTHFG,IRPYSEV5MRJ,0.26865712691400373
CASUPROB,MRJYRBFR,0.26852038614167045
CAMHRCVR,TQSDANYFLG,0.2680004007021006
CASURCVR,UD5ILLANY,0.26784663189393515
CAMHPROB,MRJYRBFR,0.26784528143088276
CATAG3,NICVAPYR,0.26773379679636644
CAMHPROB,ILLEMFLAG2,0.26764318034660656
CAMHPROB,TQSDANYFLG,0.26760727271889784
CAMHPROB2,ILLEMFLAG2,0.2675353579313419
CAMHPROB2,TQSDANYFLG,0.2675163169116267
ILIMFOTHYR,NICVPMDAYS,0.2658434492609155
MRJYRBFR,SVYRSUDANY,0.26510783375710195
CATAG3,PREGSTAT,0.26504952067967436
CATAG3,PREGST,0.2648755298381687
CAMHRCVR,MJVAPFLAG,0.2647115454634756
FUNICVAP21,IRPYSEV5MRJ,0.2642796561226663
CASUPROB,UD5ILLANY,0.2623007500032825
CASUPROB,PREGSTAT,0.26153177093663255
CAMHPROB,MJVAPFLAG,0.2612464929770316
CAMHPROB,MRJFLAG,0.261002437268419
CAMHPROB2,MJVAPFLAG,0.26093104024105207
CAMHRCVR,MRJFLAG,0.26086471708456094
FUNICVAP18,NOMARR2,0.26063525159520046
FUNICVAP18,IRMARIT,0.2603559426496329
DRVINHALL,NICVAPYR,0.2602441783988185
CAMHPROB2,MRJFLAG,0.26018593371001353
HALLMOLST,NICVAPYR,0.2591455603286031
CASURCVR,PREGST,0.25814141295853243
CAMHRCVR,ILIMFOTHYR,0.2580503503186855
ILIMFOTHFG,NICVAPYR,0.2570696759215531
FUNICVAP21,MRJMONVAP2,0.2566395937767428
CASUPROB,ILIMFOTHFG,0.25573573667177013
MRJFLAG,NICVPMDAYS,0.2552806958111895
CASURCVR,ILIMFOTHFG,0.25440731278524686
ENRLCOLLST2,IRMARIT,0.25406106538300316
CAMHPROB,ILIMFOTHYR,0.2538463310503892
CAMHPROB2,ILIMFOTHYR,0.2533700964075518
HPDRGTALK,STMANYFLAG,0.25220448572190546
CAMHRCVR,ILLYR,0.25196593138135526
CATAG7,NICVAPYR,0.2501018568769311
LVLDIFMEM2,MRJYRBFR,0.2489412167283201
CAMHRCVR,STMANYFLAG,0.24857697938354373
CAMHPROB,STMANYFLAG,0.2480713361072025
CATAGE,NICVAPYR,0.24788798192736852
CAMHPROB2,STMANYFLAG,0.24786624356337977
LVLDIFCARE2,RKFQDBLT,0.24753356364932244
CAMHPROB,ILLYR,0.2459451222417351
FUNICVAP21,SVYRSUDANY,0.245920969597054
CASURCVR,SVYRSUDANY,0.24567730698202708
CAMHPROB2,ILLYR,0.24566458858837015
DRVINMARJ,STMANYFLAG,0.2455700014053552
FUNICVAP21,ILIMFOTHYR,0.24488757962279437
HPDRGTALK,TQSDANYFLG,0.24456375317327383
LVLDIFCOMM2,RKFQDBLT,0.2438377025059306
ILLFLAG,NICVPMDAYS,0.2438164818970215
LVLDIFCARE2,MRJYRBFR,0.24293675064536016
FUNICVAP18,IRPYSEV5MRJ,0.24237942728956882
CASURCVR,MJVAPFLAG,0.24229614917215453
ILLEMFLAG2,NICVAPYR,0.24210838760502987
FUNICVAP18,MJSMKYR,0.24183120404280445
FUNICVAP21,SVYRDUDANY,0.24171455432110536
FUMJ21,FUNICVAP18,0.24142881081535672
DRVINMARJ,FUNICVAP18,0.24121090069522141
CAMHRCVR,ILLANDALC,0.24091067622110995
DRVINMARJ,RCVYMHPRB,0.240869439217522
CASUPROB,MJVAPFLAG,0.24066931798009805
CAMHRCVR,UD5ILALANY,0.2405261057678023
CAMHPROB,RKFQDBLT,0.24049255910759323
ILIMFOTHFG,TQSDANYFLG,0.23938789843480185
HALLMOLST,TQSDANYFLG,0.2392153615666207
MRJYRBFR,STMANYFLAG,0.23903203992885358
MJVAPFLAG,STMANYFLAG,0.2390245869725532
LVLDIFMEM2,RKFQDBLT,0.23868377021782147
IRMARIT,NICVAPFLAG,0.23856334966231446
CASUPROB,RKFQDBLT,0.23855795254152767
LVLDIFCOMM2,MRJYRBFR,0.23831891299425098
FUNICVAP21,MRJMLU,0.2379409374557694
DRVINHALL,TQSDANYFLG,0.23750947434663047
CBDHMPFLAG,NICVAPYR,0.23624424296005567
FUNICVAP21,UD5ILALANY,0.23594818485762784
HALLMOLST,MRJYRBFR,0.23552477427897944
DRVINMARJ,HALLMOLST,0.23525928837043533
CAMHRCVR,MRJYR,0.23512282111940364
CAMHPROB,ILLANDALC,0.23479077445897098
MRJMONVAP2,NICVPMDAYS,0.23462654460359972
ILLFLAG,TQSDANYFLG,0.23441679855459704
CAMHPROB2,ILLANDALC,0.2344032413404446
CAMHPROB2,MRJMLU,0.23431124229145747
FUNICVAP18,HPDRGTALK,0.2339339669441844
CASURCVR,ILLYR,0.23389954654070666
FUNICVAP18,MRJYDAYS,0.23346377219296968
CBDHMPFLAG,TOBVAPONL2,0.2334243691516036
DRVINHALL,MRJYRBFR,0.23321907663671287
CATAG3,MJVAPFLAG,0.23306597982317315
MRJYRBFR,PREGST,0.2324794737736059
LVLDIFMEM2,PREGSTAT,0.23200186532958536
FUNICVAP21,UD5ILLANY,0.231942920693301
CAMHRCVR,FUMJ21,0.23178287400795208
CAMHPROB,FUMJ21,0.23161570899875622
CAMHPROB,UD5ILALANY,0.23134729341679272
CAMHPROB2,FUMJ21,0.23097331194639037
CAMHPROB2,UD5ILALANY,0.23089405179824296
LVLDIFCARE2,PREGSTAT,0.23046191053052917
CAMHPROB,MRJYR,0.23016191434743044
FUNICVAP21,MRJMDAYS,0.23007118195360834
ILLFLAG,STMANYFLAG,0.23003200768441848
CAMHPROB2,MRJYR,0.22995206113409655
LVLDIFCOMM2,PREGSTAT,0.22953009925398232
CASUPROB,ILLYR,0.2287513058536781
FUNICVAP21,MRJFLAG,0.22772072254531953
CAMHRCVR,UD5ILLANY,0.22737600152869525
CASUPROB,SVYRSUDANY,0.22646628853415257
DRVINMARJ,TQSDANYFLG,0.22644188195063258
FUNICVAP21,ILLMON,0.22583836654922562
CAMHRCVR,MRJYRBFR,0.22577991387765636
CASURCVR,ILLMON,0.22576297519781663
CASURCVR,ILIMFOTHYR,0.22575312619314458
FUNICVAP18,MRJMONVAP2,0.2257371081422763
DRVINHALL,SVYRDUDANY,0.22549551319919514
ILIMFOTHFG,NICVPMDAYS,0.2253178258521157
FUNICVAP18,MRJYR,0.2249346000816853
IRMARIT,IRMCDCHP,0.22435757289275327
NICVAPFLAG,NOMARR2,0.22410172711351603
CBDHMPFLAG,TQSDANYFLG,0.22334548362766113
DRVINDETAG,NICVAPFLAG,0.22312922110806385
DRVINHALL,SVYRSUDANY,0.2229779461113197
DRVINMARJ,TOBVAPONL2,0.22273660293404335
MRJMLU,STMANYFLAG,0.22230669868926442
CAMHRCVR,PREGSTAT,0.22220680252102915
CASUPROB,ILIMFOTHYR,0.22186100659619246
ILLEMFLAG2,NICVPMDAYS,0.22176286985762086
MRJMLU,TQSDANYFLG,0.22164564275389478
HPDRGTALK,TOBVAPONL2,0.2215214310715248
PREGST,RKFQDBLT,0.22136199530591166
HALLMOLST,SVYRDUDANY,0.2212473346120519
CASURCVR,MRJYRBFR,0.22120800546056613
ILIMFOTHFG,STMANYFLAG,0.22110744715294287
FUNICVAP18,SVYRDUDANY,0.22083587427009416
MRJYRBFR,TQSDANYFLG,0.22065530773877218
ENRLCOLLST2,NOMARR2,0.22029581826399322
FUNICVAP18,MRJYRBFR,0.220209270815839
MRJYDAYS,TOBVAPONL2,0.21977125910658285
HALLMOLST,SVYRSUDANY,0.21952730399623097
HPDRGTALK,PREGSTAT,0.21936478440166843
MRJFLAG,STMANYFLAG,0.21902162023760569
FUNICVAP18,ILLYR,0.2189655217714395
MRJFLAG,TQSDANYFLG,0.21851166216182222
LVLDIFMEM2,STMANYFLAG,0.2184861151681757
CASURCVR,ILIMFOTHMN,0.21817018796481433
IRMARIT,NICVAPYR,0.21792031616042218
PREGSTAT,RKFQDBLT,0.21787032343288337
FUNICVAP21,ILLFLAG,0.21783174587267048
ILLYR,STMANYFLAG,0.21715888881400125
CAMHPROB,UD5ILLANY,0.21701642527564538
CAMHPROB2,UD5ILLANY,0.21697148478613998
SVYRSUDANY,TOBVAPONL2,0.21657540180775517
FUNICVAP18,ILLANDALC,0.2162179102746992
CASUPROB,ILLMON,0.2161607029723563
CASUPROB,CBDHMPFLAG,0.21504830626157426
FUNICVAP18,SVYRSUDANY,0.2150249112563827
CASURCVR,CBDHMPFLAG,0.21478499190136033
NICVAPFLAG,SEXAGE,0.21467045749592786
ILIMFOTHYR,STMANYFLAG,0.21463521320397602
CBDHMPFLAG,STMANYFLAG,0.2145323262912615
CATAG2,NICVAPFLAG,0.21443876927884012
DRVINAGE,NICVAPFLAG,0.21443876927884012
CASURCVR,MRJYR,0.21437266292469712
DRVINHALL,MRJMDAYS,0.21397844162749244
CASURCVR,TQSDANYFLG,0.21350997780850833
CAMHRCVR,ILIMFOTHMN,0.21345315534469594
CASUPROB,NICVAPFLAG,0.21244795494975913
CASURCVR,NICVAPFLAG,0.2122425670349448
DRVINDETAG,NICVAPYR,0.21197300482187523
CASUPROB,TQSDANYFLG,0.21176221666090678
FUNICVAP21,ILIMFOTHMN,0.21166078615210826
DRVINHALL,IRPYSEV5MRJ,0.2113356063996967
MRJMLU,SVYRSUDANY,0.21075034714634572
HALLMOLST,MRJMDAYS,0.21061466976805782
CASURCVR,PREGSTAT,0.21051680034261466
CASUPROB,ILIMFOTHMN,0.210498670509501
MRJYRBFR,TOBVAPONL2,0.21031273635236422
CBDHMPFLAG,NICVPMDAYS,0.21029172373020158
HPDRGTALK,LVLDIFMEM2,0.20996212197270242
CAMHPROB,HPDRGTALK,0.20986287398780767
HALLMOLST,HPDRGTALK,0.20982784051881803
CASUPROB,DRVINMARJ,0.20948767632586165
NICVAPYR,SEXAGE,0.20935941250529388
DRVINAGE,NICVAPYR,0.2092837446725366
CATAG2,NICVAPYR,0.2092837446725366
CASUPROB,MRJYR,0.20899932022780376
ILLANDALC,STMANYFLAG,0.20890151294820916
HALLMOLST,IRPYSEV5MRJ,0.2086602333291621
FUNICVAP18,UD5ILLANY,0.20833689644994324
NICVAPYR,NOMARR2,0.20803779000737163
FUMJ21,STMANYFLAG,0.20769127818063743
CATAG2,TOBVAPONL2,0.20700588524398644
DRVINAGE,TOBVAPONL2,0.20700588524398644
CAMHPROB,ILIMFOTHMN,0.20665137856615087
CAMHPROB2,ILIMFOTHMN,0.20616685942904944
IRMCDCHP,RKFQDBLT,0.206057672764271
CASURCVR,MJSMKYR,0.20589915065929992
CASURCVR,STMANYFLAG,0.2057613267299765
CASUPROB,STMANYFLAG,0.2052008401040724
DRVINHALL,MRJYDAYS,0.2051042913599554
CASUPROB,HPDRGTALK,0.2047961061806251
CAMHRCVR,ILLMON,0.2040832375611714
IRPRVHLT,RKFQDBLT,0.2036587905076449
MRJMDAYS,TOBVAPONL2,0.20347062737537563
HALLMOLST,MRJYDAYS,0.20346467095404466
MRJYRBFR,PREGSTAT,0.20342551557920746
CASURCVR,ILLANDALC,0.20338905998410023
FUNICVAP18,UD5ILALANY,0.20329031395639577
IRPYSEV5MRJ,MRJMLU,0.20323277751916838
MRJYRBFR,RKFQDBLT,0.20322533571140333
FUNICVAP21,ILIMFOTHFG,0.20305896486478847
CATAG7,MJVAPFLAG,0.2021051230710487
IRMARIT,IRPRVHLT,0.20210408699841026
CATAG7,TQSDANYFLG,0.20197063589062497
SVYRDUDANY,TOBVAPONL2,0.20185658295008063
CASUPROB,MJSMKYR,0.20180598584207854
CAMHPROB,DRVINMARJ,0.20153360769573084
CATAG3,TQSDANYFLG,0.20149076396092955
CBDHMPFLAG,FUNICVAP21,0.20125497965097375
IRMARIT,MJSMKYR,0.2006266625331836
CATAGE,TQSDANYFLG,0.20012966696148776
HPDRGTALK,LVLDIFCARE2,0.19982778869558446
MRJMLU,SVYRDUDANY,0.19951003403734321
DRVINMARJ,INHOSPYR,0.19885869911610166
HPDRGTALK,LVLDIFCOMM2,0.197888894854491
FUNICVAP18,ILIMFOTHYR,0.19778256476341557
CAMHRCVR,NICVAPFLAG,0.19746969449784388
STMANYFLAG,SVYRSUDANY,0.1953079117368013
CAMHPROB,ILLMON,0.19529337857535417
FUNICVAP18,MRJMDAYS,0.195172408063916
CAMHPROB2,ILLMON,0.19505373155960304
CATAGE,MJVAPFLAG,0.19479130589973892
RCVYMHPRB,TQSDANYFLG,0.19469622629115524
CAMHPROB,NICVAPFLAG,0.19422595183206393
STMANYFLAG,SVYRDUDANY,0.19399964193499541
CAMHPROB2,NICVAPFLAG,0.1939808580447556
MRJMLU,RCVYMHPRB,0.19366341374028614
STMANYFLAG,UD5ILLANY,0.19210877755024977
LVLDIFMEM2,UD5ILLANY,0.19190848414509193
CAMHPROB2,HALLMOLST,0.1915987182345914
IRMARIT,MJVAPFLAG,0.19110817867718308
CAMHRCVR,HPDRGTALK,0.19106260607883016
ILIMFOTHFG,RCVYMHPRB,0.190182813984681
CBDHMPFLAG,RCVYMHPRB,0.19015930954297028
FUNICVAP18,ILLMON,0.18981973869685057
MRJMLU,TOBVAPONL2,0.1893456458345346
STMANYFLAG,UD5ILALANY,0.18927166262313705
CASUPROB,ILLANDALC,0.18909039441350534
CAMHRCVR,MJSMKYR,0.18904399911706116
CAMHRCVR,RKFQDBLT,0.18773949033084664
ILLFLAG,RCVYMHPRB,0.18771693406163778
CASUPROB,DRVINHALL,0.18765196534346745
IRMCDCHP,NOMARR2,0.18757771159985093
MRJYDAYS,STMANYFLAG,0.18656222947095458
FUMJ21,TQSDANYFLG,0.18645383275308156
ILIMFOTHMN,STMANYFLAG,0.18625313543348324
HPDRGTALK,RKFQDBLT,0.18577815828265837
CASURCVR,HPDRGTALK,0.1857405867793729
FUNICVAP18,MRJMLU,0.1856843430606176
CASURCVR,RKFQDBLT,0.18483703479212524
ILLMON,STMANYFLAG,0.18479054960116967
ILLYR,IRMARIT,0.1846533856173693
MJSMKYR,NOMARR2,0.18458058271472777
CBDHMPFLAG,LVLDIFMEM2,0.18454174716200406
CAMHPROB,MJSMKYR,0.18452803002083296
MRJFLAG,RCVYMHPRB,0.184221355708952
MRJYR,STMANYFLAG,0.18421535496235938
CAMHPROB2,MJSMKYR,0.18419818503214658
NICVAPFLAG,STMANYFLAG,0.18407845543479726
CASURCVR,DRVINMARJ,0.1838662583108994
IRPYSEV5MRJ,TOBVAPONL2,0.18281927483991542
LVLDIFMEM2,UD5ILALANY,0.18172515279727364
CASUPROB,HALLMOLST,0.18164067189555844
IRMARIT,MRJYR,0.1815731170545475
CAMHPROB2,DRVINHALL,0.1815363293531735
ILIMFOTHYR,TQSDANYFLG,0.1814919454648254
DRVINDETAG,TQSDANYFLG,0.18137567639780897
ILLEMFLAG2,RCVYMHPRB,0.18107197715912907
SEXAGE,TQSDANYFLG,0.18084183909406046
DRVINAGE,TQSDANYFLG,0.1792549838598056
CATAG2,TQSDANYFLG,0.1792549838598056
LVLDIFMEM2,TQSDANYFLG,0.17916239705251066
CASURCVR,SVYRDUDANY,0.17795617468874958
FUNICVAP18,MRJFLAG,0.17776389137305249
CATAG2,NICVPMDAYS,0.17725770163165638
DRVINAGE,NICVPMDAYS,0.17725770163165638
FUNICVAP21,HALLMOLST,0.1771436094439673
MJVAPFLAG,NOMARR2,0.17709388448439792
CATAG3,MJSMKYR,0.17625010633692093
RCVYMHPRB,STMANYFLAG,0.1761298344233709
NICVPMDAYS,SVYRSUDANY,0.17588473818714312
HPDRGTALK,PREGST,0.17466252160919027
FUNICVAP18,ILIMFOTHMN,0.17430383751770664
CASURCVR,NICVAPYR,0.17418953668147488
CAMHPROB2,SVYRSUDANY,0.17407311322357458
CASUPROB,NICVAPYR,0.17400485192800527
MRJMONVAP2,STMANYFLAG,0.17359379068985345
CATAGE,PREGSTAT,0.17321643262214428
ILIMFOTHFG,LVLDIFMEM2,0.1731946921966477
CATAGE,PREGST,0.17288619717478074
FUNICVAP18,ILLFLAG,0.17259698503731563
ILLEMFLAG2,LVLDIFMEM2,0.17226528139616337
DRVINHALL,TOBVAPONL2,0.17127557215558087
CASUPROB,SVYRDUDANY,0.17054039411603106
DRVINHALL,MRJMLU,0.1705234093132163
CATAG3,MRJYR,0.17034134257444475
ILLANDALC,IRMARIT,0.1702429898197891
NICVPMDAYS,SVYRDUDANY,0.16986067610209468
DRVINMARJ,PREGST,0.16915956645752434
CATAG3,ILLANDALC,0.16892825752500698
HALLMOLST,TOBVAPONL2,0.16888100702161582
CATAG2,DRVINMARJ,0.16832845934726995
DRVINAGE,DRVINMARJ,0.16832845934726995
CATAGE,TOBVAPONL2,0.1678808067779205
CAMHRCVR,DRVINMARJ,0.16765354379597638
DRVINHALL,FUNICVAP21,0.1665082576376093
MJVAPFLAG,RCVYMHPRB,0.1662224433785141
DRVINAGE,HPDRGTALK,0.16563531759315794
CATAG2,HPDRGTALK,0.16563531759315794
ILLFLAG,LVLDIFMEM2,0.16512376147415095
CATAG3,ILLYR,0.1650955985789157
CAMHPROB2,MRJYDAYS,0.16493117354334438
IRMARIT,UD5ILLANY,0.16425834035416673
MRJYR,NOMARR2,0.16401441347476667
ILLYR,NOMARR2,0.16290108635905215
CASURCVR,HALLMOLST,0.16284327762412945
MRJMDAYS,STMANYFLAG,0.16263549147665463
ILIMFOTHYR,LVLDIFMEM2,0.16255420021745687
FUMJ21,RCVYMHPRB,0.16247421139783
ILLYR,TQSDANYFLG,0.16204962483908092
CASUPROB,MRJMLU,0.16204376107828186
DRVINHALL,INHOSPYR,0.16203039413234796
MRJYDAYS,NICVPMDAYS,0.1617417481373092
CASURCVR,DRVINHALL,0.16127733386232582
CBDHMPFLAG,FUNICVAP18,0.16082024806693415
DRVINMARJ,NICVPMDAYS,0.16042189888686714
IRPYSEV5MRJ,NICVPMDAYS,0.16019173768441225
FUNICVAP18,ILIMFOTHFG,0.15995342196939044
FUNICVAP18,HALLMOLST,0.15932848451580647
MJSMKYR,STMANYFLAG,0.1591252108486202
DRVINMARJ,LVLDIFMEM2,0.1590191845747603
CATAG7,MJSMKYR,0.1587541699629176
ILIMFOTHYR,RCVYMHPRB,0.15841362412358928
IRPRVHLT,NOMARR2,0.1580782212923267
HPDRGTALK,NICVPMDAYS,0.15785649868712076
CAMHPROB2,SVYRDUDANY,0.15753409842509003
ILLANDALC,NOMARR2,0.15747338465683314
ILLMON,IRMARIT,0.15727078175373566
LVLDIFMEM2,MJVAPFLAG,0.15639119564232878
CAMHPROB,MRJMLU,0.15554680620583403
HEALTH2,IRPRVHLT,0.15554097824499488
ILIMFOTHYR,IRMARIT,0.15550570024597948
SVYRSUDANY,TQSDANYFLG,0.1553436806915312
SEXAGE,TOBVAPONL2,0.1550825779193908
CATAGE,MJSMKYR,0.1547848267865061
NICVAPYR,STMANYFLAG,0.1545328171623851
NOMARR2,UD5ILLANY,0.1534411442446256
LVLDIFMEM2,MRJFLAG,0.153142055331731
SVYRDUDANY,TQSDANYFLG,0.1527888948511847
ILLYR,LVLDIFMEM2,0.15276982115128115
DRVINDETAG,TOBVAPONL2,0.1525075583162414
DRVINAGE,RKFQDBLT,0.15244270609429103
CATAG2,RKFQDBLT,0.15244270609429103
HEALTH2,ILIMFOTHFG,0.15220075311098244
ILIMFOTHMN,TQSDANYFLG,0.15203027631308022
STMANYFLAG,TOBVAPONL2,0.151829372670895
CATAG7,ILLANDALC,0.15179113042152237
CAMHRCVR,FUNICVAP21,0.1516692123772624
CAMHRCVR,NICVAPYR,0.15091084309726485
NOMARR2,TQSDANYFLG,0.15013271453039842
CAMHRCVR,SVYRSUDANY,0.15004057941255675
DRVINMARJ,LVLDIFCARE2,0.14994173671715647
CASURCVR,MRJMONVAP2,0.14959013450377767
TQSDANYFLG,UD5ILLANY,0.14947731115503365
HEALTH2,TQSDANYFLG,0.14943756835732577
DRVINHALL,FUNICVAP18,0.14926866546474055
TQSDANYFLG,UD5ILALANY,0.14918608582476556
CATAGE,NICVPMDAYS,0.14895753389267433
CAMHPROB,FUNICVAP21,0.14891039236601405
MRJMDAYS,NICVPMDAYS,0.14888972105020482
CAMHPROB2,FUNICVAP21,0.1486477131437326
MRJYRBFR,NICVPMDAYS,0.14855354796310902
CATAG3,TOBVAPONL2,0.14826803126694926
IRMARIT,UD5ILALANY,0.14782856011891665
NICVPMDAYS,STMANYFLAG,0.14782519150641554
ILLYR,RCVYMHPRB,0.1478082624850546
HALLMOLST,RCVYMHPRB,0.1476191278753346
HEALTH2,IRMCDCHP,0.14746268509619925
ENRLCOLLST2,TQSDANYFLG,0.1472492365688144
ENRLCOLLFT2,TQSDANYFLG,0.14714433182502895
HEALTH2,ILLFLAG,0.14707990580239771
HEALTH2,UD5ILLANY,0.1470057403408684
CAMHPROB,NICVAPYR,0.1468164867823948
CAMHPROB2,NICVAPYR,0.14664035906386086
IRMARIT,TQSDANYFLG,0.14589844377366232
CATAG7,MRJYR,0.14549467937811159
DRVINDETAG,MJVAPFLAG,0.1451979839130441
CASUPROB,MRJMONVAP2,0.14397880580108235
CASURCVR,MRJMLU,0.14394178325008694
CASURCVR,IRPYSEV5MRJ,0.1431022145509525
CAMHPROB,SVYRSUDANY,0.14272169828843087
IRMCDCHP,PREGSTAT,0.14252899977599084
HEALTH2,LVLDIFMEM2,0.14251493918613048
LVLDIFCARE2,UD5ILLANY,0.14241521439806434
CATAG7,PREGSTAT,0.142092132026491
LVLDIFCOMM2,UD5ILLANY,0.1419110073631358
CATAG7,PREGST,0.14169198080705886
CATAG7,TOBVAPONL2,0.14146095424807512
DRVINMARJ,LVLDIFCOMM2,0.14125518979321636
CAMHRCVR,MRJMONVAP2,0.14109822492567273
ENRLCOLLST2,NICVAPYR,0.14101360771316568
IRMCDCHP,PREGST,0.14092738918454795
ILIMFOTHMN,LVLDIFMEM2,0.14069370402387427
MJVAPFLAG,TQSDANYFLG,0.14054937608771031
CATAGE,HPDRGTALK,0.14044219746929673
HEALTH2,MRJFLAG,0.14012892436383598
MRJYR,RCVYMHPRB,0.1400099091452475
CATAGE,MRJYR,0.139740763499444
ILLANDALC,RCVYMHPRB,0.13939696296511786
CAMHPROB,DRVINHALL,0.1393575109762056
