variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional
IRSYNSTMREC,SYNTHETIC STIMULANTS RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRWRKSTAT,EMPLOYMENT STATUS - IMPUTATION REVISED,IMPUTED EMPLOYMENT,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRWRKSTAT18,EMPLOYMENT STATUS 18+ - IMPUTATION REVISED,IMPUTED EMPLOYMENT,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRCHMPUS,CHAMPUS - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRMCDCHP,MEDICAID/CHIP - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRMEDICR,MEDICARE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IROTHHLT,OTHER HEALTH INSURANCE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,6496,13.734,False,False,False,Conservar como predictor principal
IRPRVHLT,PRIVATE HEALTH INSURANCE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRHH65_2,REC - IMPUTATION-REVISED # OF PER IN HH AGED>=65,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRHHSIZ2,RECODE - IMPUTATION-REVISED # PERSONS IN HH,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRKI17_2,RECODE - IMPUTATION-REVISED # KIDS AGED<18 IN HH,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRFAMIN3,RECODE - TOT FAM INCOME - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRFAMPMT,FAM RECEIVE PUBLIC ASSIST - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRFAMSOC,FAM RECEIVE SS OR RR PAYMENTS - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRFAMSSI,FAM RECEIVE SSI - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRFAMSVC,FAM REC WELFARE/JOB PL/CHILDCARE - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRFSTAMP,RESP/OTH FAM MEM REC FOOD STAMPS - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPINC3,RECODE -RESP TOT INCOME - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRWELMOS,NO OF MONTHS ON WELFARE - IMPUTATION REVISED,IMPUTED INCOME,Imputada,1905,4.028,False,False,False,Conservar como predictor principal
IRPMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION REVISED,IMPUTED NICOTINE DEPENDENCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IINPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION IND,IMPUTED SPECIAL DRUGS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRGHBREC,GHB RECENCY - IMPUTATION REVISED,IMPUTED SPECIAL DRUGS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRNPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION REV,IMPUTED SPECIAL DRUGS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYSEV5ALC,ALCOHOL USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYSEV5COC,COCAINE USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYSEV5HAL,HALLUCINOGEN USE DISORDER SEVERITY IN THE PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYSEV5HER,HEROIN USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYSEV5INH,INHALANT USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYSEV5MRJ,MARIJUANA USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYSEV5MTH,METHAMPHETAMINE USE DISORDER SEVERITY IN PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYUD5ALC,ALCOHOL USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYUD5COC,COCAINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYUD5HAL,HALLUCINOGEN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYUD5HER,HEROIN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYUD5INH,INHALANT USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYUD5MRJ,MARIJUANA USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRPYUD5MTH,METHAMPHETAMINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRSEVPNRMIS,"PAIN RELIEVER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,374,0.791,False,False,False,Conservar como predictor principal
IRSEVPNRUNM2,"PAIN RELIEVER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,410,0.867,False,False,False,Conservar como predictor principal
IRSEVSEDMIS,"SEDATIVE USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,48,0.101,False,False,False,Conservar como predictor principal
IRSEVSEDUNM,"SEDATIVE USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,112,0.237,False,False,False,Conservar como predictor principal
IRSEVSTMMIS,"STIMULANT USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,178,0.376,False,False,False,Conservar como predictor principal
IRSEVSTMUNM,"STIMULANT USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,269,0.569,False,False,False,Conservar como predictor principal
IRSEVTRQMIS,"TRANQUILIZER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,157,0.332,False,False,False,Conservar como predictor principal
IRSEVTRQUNM,"TRANQUILIZER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,175,0.37,False,False,False,Conservar como predictor principal
IRUD5PNRMIS,"PAIN RELIEVER USE DISORDER, PY MISUERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRUD5PNRUNM2,"PAIN RELIEVER USE DISORD, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRUD5SEDMIS,"SEDATIVE USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRUD5SEDUNM,"SEDATIVE USE DISORDER, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRUD5STMMIS,"STIMULANT USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRUD5STMUNM,"STIMULANT USE DISORDER, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRUD5TRQMIS,"TRANQUILIZER USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
IRUD5TRQUNM,"TRANQUILIZER USE DISORDER, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal
CELLNOTCL,NOT A CELL PHONE,INCOME,Original u otra,45395,95.975,False,False,False,Conservar como predictor principal
CELLWRKNG,WORKING CELL PHONE,INCOME,Original u otra,45380,95.943,False,False,False,Conservar como predictor principal
AIRDUSTER3,EVER INHALED COMPUTER KEYBOARD CLEANER/AIR DUSTER,INHALANTS,Original u otra,47285,99.97,False,False,False,Conservar como predictor principal
AMYLNIT3,"EVER INHALED AMYL NITRITE, 'POPPERS,' RUSH, ETC.",INHALANTS,Original u otra,47258,99.913,False,False,False,Conservar como predictor principal
CLEFLU3,"EVER INHALED CORRECTION FLUID, DEGREASER, ETC.",INHALANTS,Original u otra,47278,99.956,False,False,False,Conservar como predictor principal
ETHER3,"EVER INHALED HALOTHANE, ETHER, OR OTHER ANESTHETIC",INHALANTS,Original u otra,47278,99.956,False,False,False,Conservar como predictor principal
FELTMARKR3,EVER INHALED FELT-TIP PENS/MARKERS,INHALANTS,Original u otra,47270,99.939,False,False,False,Conservar como predictor principal
GAS3,EVER INHALED GASOLINE OR LIGHTER FLUID,INHALANTS,Original u otra,47284,99.968,False,False,False,Conservar como predictor principal
GLUE3,"EVER INHALED GLUE, SHOE POLISH, OR TOLUENE",INHALANTS,Original u otra,47282,99.964,False,False,False,Conservar como predictor principal
INHAL30ES2,BEST ESTIMATE # DAYS USED INHALANTS PAST 30 DAYS,INHALANTS,Original u otra,46962,99.288,False,False,False,Conservar como predictor principal
INHAL30N2,# DAYS USED INHALANT PAST 30 DAYS,INHALANTS,Original u otra,47176,99.74,False,False,False,Conservar como predictor principal
INHALAGE2,AGE WHEN FIRST USED INHALANTS,INHALANTS,Original u otra,46994,99.355,False,False,False,Conservar como predictor principal
INHALEVER2,EVER USED INHALANTS,INHALANTS,Original u otra,47231,99.856,False,False,False,Conservar como predictor principal
INHALMFU2,MONTH OF FIRST INHALANT USE - RECODE,INHALANTS,Original u otra,42145,89.103,False,False,False,Conservar como predictor principal
INHALOTH2,EVER USED OTHER INHALANTS,INHALANTS,Original u otra,47272,99.943,False,False,False,Conservar como predictor principal
INHALREC2,TIME SINCE LAST USED INHALANTS,INHALANTS,Original u otra,47231,99.856,False,False,False,Conservar como predictor principal
INHALYFQ2,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,INHALANTS,Original u otra,47171,99.729,False,False,False,Conservar como predictor principal
INHALYFU2,YEAR OF FIRST INHALANT USE - RECODE,INHALANTS,Original u otra,42154,89.122,False,False,False,Conservar como predictor principal
INHDYPMO2,# DAYS PER MONTH USED INHALANT PAST 12 MONTHS,INHALANTS,Original u otra,46723,98.782,False,False,False,Conservar como predictor principal
INHDYPWK2,# DAYS PER WEEK USED INHALANT PAST 12 MONTHS,INHALANTS,Original u otra,46706,98.746,False,False,False,Conservar como predictor principal
INHDYSYR2,# DAYS USED INHALANT PAST 12 MONTHS,INHALANTS,Original u otra,46975,99.315,False,False,False,Conservar como predictor principal
INHEASWY2,EASIEST WAY TO TELL US # DAYS USED INHALANTS,INHALANTS,Original u otra,47174,99.736,False,False,False,Conservar como predictor principal
LGAS3,"EVER INHALED LIGHTER GASES (BUTANE, PROPANE)",INHALANTS,Original u otra,47284,99.968,False,False,False,Conservar como predictor principal
NITOXID3,EVER INHALED NITROUS OXIDE OR 'WHIPPITS',INHALANTS,Original u otra,47268,99.934,False,False,False,Conservar como predictor principal
OTHAEROS3,EVER INHALED OTHER AEROSOL SPRAYS,INHALANTS,Original u otra,47278,99.956,False,False,False,Conservar como predictor principal
SOLVENT3,"EVER INHALED LACQUER THINNER, OTHER PAINT SOLVENTS",INHALANTS,Original u otra,47281,99.962,False,False,False,Conservar como predictor principal
SPPAINT3,EVER INHALED SPRAY PAINTS,INHALANTS,Original u otra,47283,99.966,False,False,False,Conservar como predictor principal
GQTYPE2,TYPE OF GROUP QUARTER,INTERVIEW INFORMATION,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal
LANGVER,LANGUAGE VERSION,INTERVIEW INFORMATION,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal
CBDHMPEVR,EVER USED CBD OR HEMP PRODUCTS,MARIJUANA,Original u otra,47185,99.759,False,False,False,Conservar como predictor principal
CBDHMPREC,TIME SINCE LAST USED CBD OR HEMP PRODUCT,MARIJUANA,Original u otra,47185,99.759,False,False,False,Conservar como predictor principal
MEDMJPA2,STATE MEDICAL MJ LAW PASSED AT TIME OF INTERVIEW,MARIJUANA,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,47164,99.715,False,False,False,Conservar como predictor principal
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,36220,76.577,False,False,False,Conservar como predictor principal
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,47171,99.729,False,False,False,Conservar como predictor principal
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,47045,99.463,False,False,False,Conservar como predictor principal
MJEVER,EVER USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,47276,99.951,False,False,False,Conservar como predictor principal
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,41514,87.769,False,False,False,Conservar como predictor principal
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,23267,49.191,False,False,False,Conservar como predictor principal
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,47081,99.539,False,False,False,Conservar como predictor principal
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,47052,99.478,False,False,False,Conservar como predictor principal
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,47085,99.548,False,False,False,Conservar como predictor principal
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,47081,99.539,False,False,False,Conservar como predictor principal
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,47079,99.535,False,False,False,Conservar como predictor principal
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,47074,99.524,False,False,False,Conservar como predictor principal
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,47071,99.518,False,False,False,Conservar como predictor principal
MJREC,TIME SINCE LAST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,47274,99.947,False,False,False,Conservar como predictor principal
MJYFU,YEAR OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,23310,49.282,False,False,False,Conservar como predictor principal
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",MARIJUANA,Original u otra,47088,99.554,False,False,False,Conservar como predictor principal
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,MARIJUANA,Original u otra,46955,99.273,False,False,False,Conservar como predictor principal
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,MARIJUANA,Original u otra,47128,99.638,False,False,False,Conservar como predictor principal
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,MARIJUANA,Original u otra,47156,99.698,False,False,False,Conservar como predictor principal
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,MARIJUANA,Original u otra,47160,99.706,False,False,False,Conservar como predictor principal
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,MARIJUANA,Original u otra,47142,99.668,False,False,False,Conservar como predictor principal
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,MARIJUANA,Original u otra,47065,99.505,False,False,False,Conservar como predictor principal
MJYRTOT,TOTAL # OF DAYS USED MARIJUANA/CANNABIS IN PAST 12 MOS,MARIJUANA,Original u otra,47029,99.429,False,False,False,Conservar como predictor principal
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,MARIJUANA,Original u otra,46936,99.233,False,False,False,Conservar como predictor principal
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,38048,80.441,False,False,False,Conservar como predictor principal
MRBSTWAY,EASIEST WAY TO TELL US # DAYS USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,47068,99.512,False,False,False,Conservar como predictor principal
MRDAYPMO,# DAYS PER MO USED MARIJUANA/CANNABIS PAST 12 MOS,MARIJUANA,Original u otra,36855,77.919,False,False,False,Conservar como predictor principal
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,MARIJUANA,Original u otra,39867,84.287,False,False,False,Conservar como predictor principal
MRDAYPYR,# DAYS USED MARIJUANA/CANNABIS PAST 12 MONTHS,MARIJUANA,Original u otra,38257,80.883,False,False,False,Conservar como predictor principal
MKMAMTPDCOM2,AMT PAID FOR LAST MRJ BOUGHT - CAT - PST 12 MOS (COMBINED),MARKET INFORMATION FOR MARIJUANA,Original u otra,42525,89.907,False,False,False,Conservar como predictor principal
MKMBGHT30N2,# OF DAYS PAID FOR OR BOUGHT MARIJUANA - PAST 30 DAYS,MARKET INFORMATION FOR MARIJUANA,Original u otra,38667,81.75,False,False,False,Conservar como predictor principal
MKMBGHTDAB,LAST BOUGHT MRJ IN WAXES/SHATTER/CONCENTRATE - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42558,89.977,False,False,False,Conservar como predictor principal
MKMBGHTDISP,BGHT LAST MARIJUANA FROM STORE OR DISPENSARY - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42548,89.955,False,False,False,Conservar como predictor principal
MKMBGHTDRPS,LAST BOUGHT MRJ IN DROP/STRIP/LOZENGE/SPRAY - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42555,89.97,False,False,False,Conservar como predictor principal
MKMBGHTEDBLE,LAST BOUGHT MRJ IN EDIBLES FOR EAT OR DRINK - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42556,89.972,False,False,False,Conservar como predictor principal
MKMBGHTJNT,LAST BOUGHT MRJ IN PRE-ROLLED JOINTS - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42562,89.985,False,False,False,Conservar como predictor principal
MKMBGHTKNW,HOW WELL KNOW PERSON BOUGHT LAST MRJ FROM - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,36016,76.145,False,False,False,Conservar como predictor principal
MKMBGHTLOO,LAST BOUGHT MRJ IN LOOSE FORM - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42563,89.987,False,False,False,Conservar como predictor principal
MKMBGHTLTN,LAST BOUGHT MRJ IN LOTION/CREAM/PATCH - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42556,89.972,False,False,False,Conservar como predictor principal
MKMBGHTOTH,LAST BOUGHT MRJ IN OTHER FORM - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42456,89.761,False,False,False,Conservar como predictor principal
MKMBGHTPILL,LAST BOUGHT MRJ IN PILLS - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42559,89.979,False,False,False,Conservar como predictor principal
MKMBGHTREC,TIME SINCE LAST PAID FOR OR BOUGHT MARIJUANA,MARKET INFORMATION FOR MARIJUANA,Original u otra,42525,89.907,False,False,False,Conservar como predictor principal
MKMBGHTVAPE,LAST BOUGHT MRJ IN VAPING CATRIDGE/OIL/PEN - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,42558,89.977,False,False,False,Conservar como predictor principal
MKMBGHTYR,PAID FOR OR BOUGHT MARIJUANA - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,46696,98.725,False,False,False,Conservar como predictor principal
MKMFREEYR,GOT FOR FREE OR SHARED SOMEONE ELSE'S MARIJUANA - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,46689,98.71,False,False,False,Conservar como predictor principal
MKMGREWYR,GREW OWN MARIJUANA - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,46720,98.776,False,False,False,Conservar como predictor principal
MKMLOOGMCOM2,EST AMT OF LOOSE MRJ BGHT LAST TIME IN GRAMS-CAT (COMBINED),MARKET INFORMATION FOR MARIJUANA,Original u otra,36191,76.515,False,False,False,Conservar como predictor principal
MKMLOOOUNCE,AMT OF LOOSE MARIJUANA BOUGHT LAST TIME IN OUNCES - CAT,MARKET INFORMATION FOR MARIJUANA,Original u otra,36275,76.693,False,False,False,Conservar como predictor principal
MKMOTHWAYYR,GOT MARIJUANA IN SOME OTHER WAY - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,44970,95.076,False,False,False,Conservar como predictor principal
MKMSELLMRJ,SOLD MARIJUANA IN THE PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,46722,98.78,False,False,False,Conservar como predictor principal
MKMTRADEYR,TRADED SOMETHING FOR MARIJUANA - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,46720,98.776,False,False,False,Conservar como predictor principal
METHAM30E,BEST ESTIMATE # DAYS USED METH PAST 30 DAYS,METHAMPHETAMINE,Original u otra,46934,99.228,False,False,False,Conservar como predictor principal
METHAM30N,# DAYS USED METHAMPHETAMINE PAST 30 DAYS,METHAMPHETAMINE,Original u otra,47237,99.869,False,False,False,Conservar como predictor principal
METHAMAGE,AGE 1ST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47247,99.89,False,False,False,Conservar como predictor principal
METHAMEVR,EVER USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47265,99.928,False,False,False,Conservar como predictor principal
METHAMMFU,MONTH 1ST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,44710,94.526,False,False,False,Conservar como predictor principal
METHAMREC,TIME SINCE LAST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47265,99.928,False,False,False,Conservar como predictor principal
METHAMYFQ,TOTAL # DAYS USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,47233,99.86,False,False,False,Conservar como predictor principal
METHAMYFU,YEAR 1ST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,44712,94.531,False,False,False,Conservar como predictor principal
METHDYPMO,# DAYS PER MO USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,46849,99.049,False,False,False,Conservar como predictor principal
METHDYPWK,# DAYS PER WK USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,46947,99.256,False,False,False,Conservar como predictor principal
METHDYSYR,# DAYS USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,46892,99.14,False,False,False,Conservar como predictor principal
METHEASWY,EASIEST WAY TO TELL # DAYS USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47235,99.865,False,False,False,Conservar como predictor principal
CG30EST,BEST EST. # DAYS SMOKED CIG PAST 30 DAYS,NICOTINE,Original u otra,40761,86.177,False,False,False,Conservar como predictor principal
CGR30USE,HOW MANY DAYS SMOKED CIGAR IN PAST 30 DAYS,NICOTINE,Original u otra,47275,99.949,False,False,False,Conservar como predictor principal
CI30EST,BEST EST. # DAYS SMOKED CIGAR PAST 30 DAYS,NICOTINE,Original u otra,45392,95.968,False,False,False,Conservar como predictor principal
CIG100LF,HAVE YOU SMOKED 100 CIGS IN YOUR LIFE,NICOTINE,Original u otra,44422,93.917,False,False,False,Conservar como predictor principal
CIG30AV,AVG # CIGS SMOKED PER DAY/ON DAY SMOKED,NICOTINE,Original u otra,47268,99.934,False,False,False,Conservar como predictor principal
CIG30USE,HOW MANY DAYS SMOKED CIG IN PAST 30 DAYS,NICOTINE,Original u otra,47246,99.888,False,False,False,Conservar como predictor principal
CIGAGE,AGE WHEN FIRST STARTED SMOKING CIGARETTES EVERYDAY,NICOTINE,Original u otra,35357,74.752,False,False,False,Conservar como predictor principal
CIGAREVR,EVER SMOKED PART OR ALL OF CIGAR,NICOTINE,Original u otra,47290,99.981,False,False,False,Conservar como predictor principal
CIGARMFU,MONTH OF FIRST CIGAR USE - RECODE,NICOTINE,Original u otra,33506,70.839,False,False,False,Conservar como predictor principal
CIGARREC,TIME SINCE LAST SMOKED CIGAR,NICOTINE,Original u otra,47289,99.979,False,False,False,Conservar como predictor principal
CIGARTRY,AGE WHEN FIRST SMOKED CIGAR,NICOTINE,Original u otra,47099,99.577,False,False,False,Conservar como predictor principal
CIGARYFU,YEAR OF FIRST CIGAR USE - RECODE,NICOTINE,Original u otra,33529,70.887,False,False,False,Conservar como predictor principal
CIGDLMFU,MONTH OF FIRST CIGARETTE USE EVERY DAY - RECODE,NICOTINE,Original u otra,23182,49.012,False,False,False,Conservar como predictor principal
CIGDLYFU,YEAR OF FIRST CIGARETTE USE EVERY DAY - RECODE,NICOTINE,Original u otra,23184,49.016,False,False,False,Conservar como predictor principal
CIGDLYMO,EVER SMOKED CIG EVERY DAY FOR 30 DAYS,NICOTINE,Original u otra,43895,92.803,False,False,False,Conservar como predictor principal
CIGEVER,EVER SMOKED A CIGARETTE,NICOTINE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal
CIGMENTH30,MENTHOL CIGARETTES SMOKED MOST OFTEN IN PAST 30 DAYS,NICOTINE,Original u otra,47260,99.918,False,False,False,Conservar como predictor principal
