variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional,decision_modulo,justificacion
METHAMAGE,AGE 1ST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47247,99.89,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHAMEVR,EVER USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47265,99.928,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHAMMFU,MONTH 1ST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,44710,94.526,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHAMREC,TIME SINCE LAST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47265,99.928,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHAMYFQ,TOTAL # DAYS USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,47233,99.86,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHAMYFU,YEAR 1ST USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,44712,94.531,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHDYPMO,# DAYS PER MO USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,46849,99.049,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHDYPWK,# DAYS PER WK USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,46947,99.256,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHDYSYR,# DAYS USED METHAMPHETAMINE PAST 12 MONTHS,METHAMPHETAMINE,Original u otra,46892,99.14,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
METHEASWY,EASIEST WAY TO TELL # DAYS USED METHAMPHETAMINE,METHAMPHETAMINE,Original u otra,47235,99.865,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CG30EST,BEST EST. # DAYS SMOKED CIG PAST 30 DAYS,NICOTINE,Original u otra,40761,86.177,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CGR30USE,HOW MANY DAYS SMOKED CIGAR IN PAST 30 DAYS,NICOTINE,Original u otra,47275,99.949,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CI30EST,BEST EST. # DAYS SMOKED CIGAR PAST 30 DAYS,NICOTINE,Original u otra,45392,95.968,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIG100LF,HAVE YOU SMOKED 100 CIGS IN YOUR LIFE,NICOTINE,Original u otra,44422,93.917,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIG30AV,AVG # CIGS SMOKED PER DAY/ON DAY SMOKED,NICOTINE,Original u otra,47268,99.934,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIG30USE,HOW MANY DAYS SMOKED CIG IN PAST 30 DAYS,NICOTINE,Original u otra,47246,99.888,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGAGE,AGE WHEN FIRST STARTED SMOKING CIGARETTES EVERYDAY,NICOTINE,Original u otra,35357,74.752,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGAREVR,EVER SMOKED PART OR ALL OF CIGAR,NICOTINE,Original u otra,47290,99.981,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGARMFU,MONTH OF FIRST CIGAR USE - RECODE,NICOTINE,Original u otra,33506,70.839,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGARREC,TIME SINCE LAST SMOKED CIGAR,NICOTINE,Original u otra,47289,99.979,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGARTRY,AGE WHEN FIRST SMOKED CIGAR,NICOTINE,Original u otra,47099,99.577,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGARYFU,YEAR OF FIRST CIGAR USE - RECODE,NICOTINE,Original u otra,33529,70.887,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGDLMFU,MONTH OF FIRST CIGARETTE USE EVERY DAY - RECODE,NICOTINE,Original u otra,23182,49.012,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGDLYFU,YEAR OF FIRST CIGARETTE USE EVERY DAY - RECODE,NICOTINE,Original u otra,23184,49.016,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGDLYMO,EVER SMOKED CIG EVERY DAY FOR 30 DAYS,NICOTINE,Original u otra,43895,92.803,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGEVER,EVER SMOKED A CIGARETTE,NICOTINE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGMENTH30,MENTHOL CIGARETTES SMOKED MOST OFTEN IN PAST 30 DAYS,NICOTINE,Original u otra,47260,99.918,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGMFU,MONTH OF FIRST CIGARETTE USE - RECODE,NICOTINE,Original u otra,23629,49.957,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGREC,TIME SINCE LAST SMOKED CIGARETTES,NICOTINE,Original u otra,47298,99.998,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGROLL30,SMOKED A ROLL-YOUR-OWN CIGARETTE IN THE PAST 30 DAYS,NICOTINE,Original u otra,47276,99.951,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGTRY,AGE WHEN FIRST SMOKED A CIGARETTE,NICOTINE,Original u otra,47164,99.715,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
CIGYFU,YEAR OF FIRST CIGARETTE USE - RECODE,NICOTINE,Original u otra,23654,50.01,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
NICVAP30N,# DAYS VAPED NICOTINE W/ E-CIG OR VAP DEVICE IN PAST 30 DAYS,NICOTINE,Original u otra,47226,99.846,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
NICVAPAGE,AGE WHEN FIRST VAPED NICOTINE WITH E-CIG OR VAPING DEVICE,NICOTINE,Original u otra,47017,99.404,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
NICVAPEVER,EVER VAPED NICOTINE WITH E-CIGARETTE OR OTHER VAPING DEVICE,NICOTINE,Original u otra,47286,99.973,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
NICVAPMFU,MONTH FIRST VAPED NICOTINE W/ E-CIG OR VAPE DEVICE - RECODE,NICOTINE,Original u otra,32305,68.3,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
NICVAPREC,TIME SINCE LAST VAPED NICOTINE WITH E-CIG OR VAPING DEVICE,NICOTINE,Original u otra,47272,99.943,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
NICVAPYFU,YEAR FIRST VAPED NICOTINE W/ E-CIG OR VAPE DEVICE - RECODE,NICOTINE,Original u otra,32377,68.452,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PIPE30DY,HAVE YOU SMOKED PIPE TOBACCO IN PAST 30 DAYS,NICOTINE,Original u otra,47291,99.983,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PIPEVER,EVER SMOKED PIPE TOBACCO,NICOTINE,Original u otra,47293,99.987,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
SMKLSS30E,BEST EST. HOW MANY DAYS USED SMKLSS TOB PST 30 DYS,NICOTINE,Original u otra,45889,97.019,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
SMKLSS30N,HOW MANY DAYS USED SMOKELESS TOBACCO PAST 30 DAYS,NICOTINE,Original u otra,47259,99.915,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
SMKLSSEVR,EVER USED SMOKELESS TOBACCO,NICOTINE,Original u otra,47282,99.964,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
SMKLSSMFU,MONTH OF FIRST SMOKELESS TOBACCO USE - RECODE,NICOTINE,Original u otra,41031,86.748,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
SMKLSSREC,TIME SINCE LAST USED SMOKELESS TOBACCO,NICOTINE,Original u otra,47280,99.96,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
SMKLSSTRY,AGE WHEN FIRST USED SMOKELESS TOBACCO,NICOTINE,Original u otra,47208,99.808,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
SMKLSSYFU,YEAR OF FIRST SMOKELESS TOBACCO  USE - RECODE,NICOTINE,Original u otra,41046,86.78,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
FENTNMYR,RC-FENTANYL PRODUCTS - PAST YEAR MISUSE,PAIN RELIEVERS,Original u otra,47280,99.96,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
OXCNNMAGE,AGE 1ST USED OXYCONTIN NOT DIRECTED BY DR,PAIN RELIEVERS,Original u otra,47233,99.86,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
OXCNNMMFU,MONTH 1ST USED OXYCONTIN NOT DIRECTED BY DR,PAIN RELIEVERS,Original u otra,47080,99.537,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
OXCNNMYFU,YEAR 1ST USED OXYCONTIN NOT DIRECTED BY DR,PAIN RELIEVERS,Original u otra,47080,99.537,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
OXCNNMYR,USED OXYCONTIN NOT DIRECTED BY DR PAST 12 MOS,PAIN RELIEVERS,Original u otra,47236,99.867,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNM30AL,USED PAIN RLVR NOT DIRECTED BY DR W/ALC PST 30 DYS,PAIN RELIEVERS,Original u otra,46944,99.249,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNM30D,USED PAIN RLVR NOT DIRECTED BY DR PAST 30 DAYS,PAIN RELIEVERS,Original u otra,47085,99.548,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNM30ES,EST # DAYS USED PAIN RLVR NOT DIRECTED PST 30 DYS,PAIN RELIEVERS,Original u otra,46730,98.797,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNM30FQ,# DAYS USED PAIN RLVR NOT DIRECTD BY DR PST 30 DYS,PAIN RELIEVERS,Original u otra,47103,99.586,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNMAGE,RC - AGE AT 1ST MISUSE FOR PAST YR PNRLV INITIATES,PAIN RELIEVERS,Original u otra,47046,99.465,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNMINIT,PAST YEAR INITIATE FOR ANY PAIN RELIEVER MISUSE,PAIN RELIEVERS,Original u otra,46831,99.011,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNMLAS1,LAST PAIN RLVR USED NOT DIRECTED BY DR PST 12 MOS,PAIN RELIEVERS,Original u otra,47001,99.37,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNMLIF,EVER USED PAIN RELIEVER NOT DIRECTED BY DR,PAIN RELIEVERS,Original u otra,45439,96.068,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNMMFU,RC - MO 1ST MISUSED FOR PAST YR PAIN RLVR INITIATES,PAIN RELIEVERS,Original u otra,46754,98.848,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNMREC,RC - MOST RECENT PAIN RELIEVER MISUSE (RECODE),PAIN RELIEVERS,Original u otra,47154,99.693,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNMYFU,RC - YR 1ST MISUSED FOR PAST YR PAIN RLVR INITIATES,PAIN RELIEVERS,Original u otra,46759,98.858,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRNORXFG,ONLY PST YR MISUSE W/O RX BUT RX FOR LAST PNR,PAIN RELIEVERS,Original u otra,100,0.211,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSDGFX,USED LAST PAIN RLVR (NOT DIRECTED) OTH DRUG EFFECT,PAIN RELIEVERS,Original u otra,47081,99.539,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSEMOT,USED LAST PAIN RLVR (NOT DIRECTED) FOR EMOTIONS,PAIN RELIEVERS,Original u otra,47082,99.541,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSEXPT,USED LAST PAIN RLVR (NOT DIRECTED) TO EXPERIMENT,PAIN RELIEVERS,Original u otra,47082,99.541,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSHIGH,USED LAST PAIN RLVR (NOT DIRECTED) TO GET HIGH,PAIN RELIEVERS,Original u otra,47078,99.533,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSHOOK,USED LAST PAIN RLVR (NOT DIRECTED) BECAUSE HOOKED,PAIN RELIEVERS,Original u otra,47082,99.541,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSMAIN,MAIN REASON USED LAST PAIN RLVR (NOT DIRECTED),PAIN RELIEVERS,Original u otra,46139,97.548,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSOTRS2,REASON USED LAST PAIN RLVR (NOT DIRECTED),PAIN RELIEVERS,Original u otra,45732,96.687,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSPAIN,USED LAST PAIN RLVR (NOT DIRECTED) TO RLV PAIN,PAIN RELIEVERS,Original u otra,47074,99.524,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSRELX,USED LAST PAIN RLVR (NOT DIRECTED) TO RELAX,PAIN RELIEVERS,Original u otra,47081,99.539,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSSLEP,USED LAST PAIN RLVR (NOT DIRECTED) FOR SLEEP,PAIN RELIEVERS,Original u otra,47082,99.541,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRRSSOR,USED LAST PAIN RLVR (NOT DIRECTED) OTHER REASON,PAIN RELIEVERS,Original u otra,47082,99.541,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRWYGAMT,USED PAIN RLVR IN GREATER AMTS THAN RX PST 12 MOS,PAIN RELIEVERS,Original u otra,46987,99.34,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRWYLNGR,USED PAIN RLVR LONGER THAN RX PAST 12 MONTHS,PAIN RELIEVERS,Original u otra,46987,99.34,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRWYNORX,USED PAIN RLVR W/O OWN RX PAST 12 MONTHS,PAIN RELIEVERS,Original u otra,46986,99.338,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRWYOFTN,USED PAIN RLVR MORE OFTEN THAN RX PAST 12 MONTHS,PAIN RELIEVERS,Original u otra,46970,99.304,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRWYOTWY,USED PAIN RLVR OTHER WAY NOT DIRECTED PST 12 MOS,PAIN RELIEVERS,Original u otra,46986,99.338,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
FENTANYYR2,RC-FENTANYL PRODUCTS - ANY PAST YEAR USE,PAIN RELIEVERS SCREENER,Original u otra,47208,99.808,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
OXCNANYYR2,ANY OXYCONTIN USE PAST 12 MOS,PAIN RELIEVERS SCREENER,Original u otra,47119,99.619,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRANYLIF2,ANY PAIN RELIEVER USE IN LIFETIME,PAIN RELIEVERS SCREENER,Original u otra,35993,76.097,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PNRANYREC2,RC - MOST RECENT ANY PAIN RELIEVER USE (RECODE),PAIN RELIEVERS SCREENER,Original u otra,47202,99.795,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRALCBNG30D,BINGE ALCOHOL FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRALCFM,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRCGRFM,CIGAR FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRCIGFM,CIG FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRCOCFM,COCAINE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRCRKFM,CRACK FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRHALLUC30N,HALLUCINOGEN FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRHERFM,HEROIN FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRINHAL30N2,INHALANT FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRMETHAM30N,METHAMPHETAMINE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRMJFM,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRNICVAP30N,NICOTINE VAPING FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRPNRNM30FQ,PAIN RELIEVERS MISUSE FREQ PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRSEDNM30FQ,SEDATIVES MISUSE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRSMKLSS30N,SMOKELESS TOBACCO FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRSTMNM30FQ,STIMULANTS MISUSE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRTRQNM30FQ,TRANQUILIZERS MISUSE FREQ PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRALCFY,ALCOHOL FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRCOCFY,COCAINE FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRCRKFY,CRACK FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRHALLUCYFQ,HALL FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRHERFY,HEROIN FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
IRINHALYFQ2,INHALANT FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,47299,100.0,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
