variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional
IIWELMOS,NO OF MONTHS ON WELFARE - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,3909,8.264,True,False,False,Excluir: variable técnica o de control
IIMHTERED,SEEN IN EMERGENCY ROOM/DEPT FOR MNTL HLTH - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,True,False,True,Excluir: variable técnica o de control
IIMHTINHOSP2,RCVD MNTL HLTH TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47296,99.994,True,False,True,Excluir: variable técnica o de control
IIMHTINOPL2,RCVD MNTL HLTH TRMT AT OTHER PLACE AS INPATIENT-PY-IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,True,False,True,Excluir: variable técnica o de control
IIMHTINRHAB2,RCVD MNTL HLTH TRMT AT RSDNTL SUB REHAB/TRMT CTR-PY-IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,True,False,True,Excluir: variable técnica o de control
IIMHTINRSMH2,RCVD MNTL HLTH TRMT AT RSDNTL MNTL HLTH TRMT CTR-PY-IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47297,99.996,True,False,True,Excluir: variable técnica o de control
IIMHTOPDOC2,RCVD MNTL HLTH TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47296,99.994,True,False,True,Excluir: variable técnica o de control
IIMHTOPHOSP2,RCVD MNTL HLTH TRMT AT HOSPITAL AS OUTPTNT - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47298,99.998,True,False,True,Excluir: variable técnica o de control
IIMHTOPMHCR2,RCVD MNTL HLTH TRMT AT OUTPTNT MNTL HLTH TRMT CTR-PY-IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47297,99.996,True,False,True,Excluir: variable técnica o de control
IIMHTOPOPL2,RCVD MNTL HLTH TRMT AT OTHER PLACE AS OUTPTNT-PY- IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47298,99.998,True,False,True,Excluir: variable técnica o de control
IIMHTOPRHAB2,RCVD MNTL HLTH TRMT AT OUTPTNT SUB REHAB/TRMT CTR-PY-IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,True,False,True,Excluir: variable técnica o de control
IIMHTOPSCHL2,RCVD MNTL HLTH TRMT AT SCHOOL HEALTH/COUNSELING-PY-IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47295,99.992,True,False,True,Excluir: variable técnica o de control
IIMHTOPTHRP2,RCVD MNTL HLTH TRMT AT THERAPIST OFFICE - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47291,99.983,True,False,True,Excluir: variable técnica o de control
IIMHTPEERSPC,RCVD MNTL HLTH HLP FM PEER SUP SPCLST/RECVY COACH-PY-IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47298,99.998,True,False,True,Excluir: variable técnica o de control
IIMHTPHVID,RCVD TRMT BY PHONE/VIDEO FOR MNTL HLTH - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47288,99.977,True,False,True,Excluir: variable técnica o de control
IIMHTRXMED,USED RX MEDICATION TO HELP WITH MNTL HLTH - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,True,False,True,Excluir: variable técnica o de control
IIMHTSUPPGRP,PARTICIPATED IN SUPPORT GRP FOR MNTL HLTH - PY - IMP IND,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47296,99.994,True,False,True,Excluir: variable técnica o de control
IIPMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION INDICATOR,IMPUTED NICOTINE DEPENDENCE,Imputada,47209,99.81,True,False,False,Excluir: variable técnica o de control
IIGHBREC,GHB RECENCY - IMPUTATION INDICATOR,IMPUTED SPECIAL DRUGS,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIPYSEV5ALC,ALCOHOL USE DISORDER SEVERITY IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,6058,12.808,True,False,False,Excluir: variable técnica o de control
IIPYSEV5COC,COCAINE USE DISORDER SEVERITY IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,296,0.626,True,False,False,Excluir: variable técnica o de control
IIPYSEV5HAL,HALLUCINOGEN USE DISORDER SEVERITY IN THE PAST YR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,183,0.387,True,False,False,Excluir: variable técnica o de control
IIPYSEV5HER,HEROIN USE DISORDER SEVERITY IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,124,0.262,True,False,False,Excluir: variable técnica o de control
IIPYSEV5INH,INHALANT USE DISORDER SEVERITY IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,86,0.182,True,False,False,Excluir: variable técnica o de control
IIPYSEV5MRJ,MARIJUANA USE DISORDER SEVERITY IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,4887,10.332,True,False,False,Excluir: variable técnica o de control
IIPYSEV5MTH,METHAMPHETAMINE USE DISORDER SEVERITY IN PAST YR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,375,0.793,True,False,False,Excluir: variable técnica o de control
IIPYUD5ALC,ALCOHOL USE DISORDER IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,27084,57.261,True,False,False,Excluir: variable técnica o de control
IIPYUD5COC,COCAINE USE DISORDER IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,967,2.044,True,False,False,Excluir: variable técnica o de control
IIPYUD5HAL,HALLUCINOGEN USE DISORDER IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,2386,5.045,True,False,False,Excluir: variable técnica o de control
IIPYUD5HER,HEROIN USE DISORDER IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,158,0.334,True,False,False,Excluir: variable técnica o de control
IIPYUD5INH,INHALANT USE DISORDER IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,574,1.214,True,False,False,Excluir: variable técnica o de control
IIPYUD5MRJ,MARIJUANA USE DISORDER IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,10841,22.92,True,False,False,Excluir: variable técnica o de control
IIPYUD5MTH,METHAMPHETAMINE USE DISORDER IN THE PAST YEAR - IMP IND,IMPUTED SUBSTANCE USE DISORDER,Imputada,540,1.142,True,False,False,Excluir: variable técnica o de control
IISEVPNRMIS,"PAIN RELIEVER USE DISORDER SEVERITY, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,412,0.871,True,False,False,Excluir: variable técnica o de control
IISEVPNRUNM2,"PAIN RELIEVER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,626,1.323,True,False,False,Excluir: variable técnica o de control
IISEVSEDMIS,"SEDATIVE USE DISORDER SEVERITY, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,52,0.11,True,False,False,Excluir: variable técnica o de control
IISEVSEDUNM,"SEDATIVE USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,166,0.351,True,False,False,Excluir: variable técnica o de control
IISEVSTMMIS,"STIMULANT USE DISORDER SEVERITY, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,189,0.4,True,False,False,Excluir: variable técnica o de control
IISEVSTMUNM,"STIMULANT USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,333,0.704,True,False,False,Excluir: variable técnica o de control
IISEVTRQMIS,"TRANQUILIZER USE DISORDER SEVERITY, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,180,0.381,True,False,False,Excluir: variable técnica o de control
IISEVTRQUNM,"TRANQUILIZER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,273,0.577,True,False,False,Excluir: variable técnica o de control
IIUD5PNRMIS,"PAIN RELIEVER USE DISORDER, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,1447,3.059,True,False,False,Excluir: variable técnica o de control
IIUD5PNRUNM2,"PAIN RELIEVER USE DISORD, PY USERS BUT NOT MISUSERS-IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,8986,18.998,True,False,False,Excluir: variable técnica o de control
IIUD5SEDMIS,"SEDATIVE USE DISORDER, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,150,0.317,True,False,False,Excluir: variable técnica o de control
IIUD5SEDUNM,"SEDATIVE USE DISORDER, PY USERS BUT NOT MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,1856,3.924,True,False,False,Excluir: variable técnica o de control
IIUD5STMMIS,"STIMULANT USE DISORDER, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,853,1.803,True,False,False,Excluir: variable técnica o de control
IIUD5STMUNM,"STIMULANT USE DISORDER, PY USERS BUT NOT MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,3280,6.935,True,False,False,Excluir: variable técnica o de control
IIUD5TRQMIS,"TRANQUILIZER USE DISORDER, PY MISUSERS - IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,769,1.626,True,False,False,Excluir: variable técnica o de control
IIUD5TRQUNM,"TRANQUILIZER USE DISORDER, PY USERS BUT NOT MISUSERS-IMP IND",IMPUTED SUBSTANCE USE DISORDER,Imputada,4416,9.336,True,False,False,Excluir: variable técnica o de control
INHFQFLG2,TRIMMED INHALYFQ IF R USED < 12 MOS,INHALANTS,Original u otra,23,0.049,True,False,False,Excluir: variable técnica o de control
INHTOTFG2,TRIMMING INDICATOR FOR INHALYFQ,INHALANTS,Original u otra,2,0.004,True,False,False,Excluir: variable técnica o de control
MJFQFLG,TRIMMED MJYRTOT IF R USED < 12 MOS,MARIJUANA,Original u otra,196,0.414,True,False,False,Excluir: variable técnica o de control
MRTOTFG,TRIMMING INDICATOR FOR MJYRTOT,MARIJUANA,Original u otra,517,1.093,True,False,False,Excluir: variable técnica o de control
MEFQFLG,TRIMMED METHAMYFQ IF R USED < 12 MOS,METHAMPHETAMINE,Original u otra,14,0.03,True,False,False,Excluir: variable técnica o de control
METOTFG,TRIMMING INDICATOR FOR METHAMYFQ,METHAMPHETAMINE,Original u otra,20,0.042,True,False,False,Excluir: variable técnica o de control
II2ALCFM,ALCOHOL FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,24028,50.8,True,False,False,Excluir: variable técnica o de control
II2CGRFM,CIGAR FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,1907,4.032,True,False,False,Excluir: variable técnica o de control
II2CIGFM,CIG FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,6538,13.823,True,False,False,Excluir: variable técnica o de control
II2COCFM,COCAINE FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,367,0.776,True,False,False,Excluir: variable técnica o de control
II2CRKFM,CRACK FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,84,0.178,True,False,False,Excluir: variable técnica o de control
II2HERFM,HEROIN FREQ PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,83,0.175,True,False,False,Excluir: variable técnica o de control
II2MJFM,MARIJUANA FREQ PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,9247,19.55,True,False,False,Excluir: variable técnica o de control
IIALCBNG30D,BINGE ALCOHOL FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,24106,50.965,True,False,False,Excluir: variable técnica o de control
IIALCFM,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,24028,50.8,True,False,False,Excluir: variable técnica o de control
IICGRFM,CIGAR FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,1907,4.032,True,False,False,Excluir: variable técnica o de control
IICIGFM,CIG FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,6538,13.823,True,False,False,Excluir: variable técnica o de control
IICOCFM,COCAINE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,367,0.776,True,False,False,Excluir: variable técnica o de control
IICRKFM,CRACK FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,84,0.178,True,False,False,Excluir: variable técnica o de control
IIHALLUC30N,HALLUCINOGEN FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,885,1.871,True,False,False,Excluir: variable técnica o de control
IIHERFM,HEROIN FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,83,0.175,True,False,False,Excluir: variable técnica o de control
IIINHAL30N2,INHALANT FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,337,0.712,True,False,False,Excluir: variable técnica o de control
IIMETHAM30N,METHAMPHETAMINE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,365,0.772,True,False,False,Excluir: variable técnica o de control
IIMJFM,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,9247,19.55,True,False,False,Excluir: variable técnica o de control
IINICVAP30N,NICOTINE VAPING FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,6757,14.286,True,False,False,Excluir: variable técnica o de control
IIPNRNM30FQ,PAIN RELIEVERS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,568,1.201,True,False,False,Excluir: variable técnica o de control
IISEDNM30FQ,SEDATIVES MISUSE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,298,0.63,True,False,False,Excluir: variable técnica o de control
IISMKLSS30N,SMOKELESS TOBACCO FREQUENCY PST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,1410,2.981,True,False,False,Excluir: variable técnica o de control
IISTMNM30FQ,STIMULANTS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,451,0.954,True,False,False,Excluir: variable técnica o de control
IITRQNM30FQ,TRANQUILIZERS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,382,0.808,True,False,False,Excluir: variable técnica o de control
II2ALCFY,ALCOHOL FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,31512,66.623,True,False,False,Excluir: variable técnica o de control
II2COCFY,COCAINE FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,929,1.964,True,False,False,Excluir: variable técnica o de control
II2CRKFY,CRACK FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,160,0.338,True,False,False,Excluir: variable técnica o de control
II2HERFY,HEROIN FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,136,0.288,True,False,False,Excluir: variable técnica o de control
II2MJFY,MARIJUANA FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,12631,26.705,True,False,False,Excluir: variable técnica o de control
IIALCFY,ALCOHOL FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,31512,66.623,True,False,False,Excluir: variable técnica o de control
IICOCFY,COCAINE FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,929,1.964,True,False,False,Excluir: variable técnica o de control
IICRKFY,CRACK FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,160,0.338,True,False,False,Excluir: variable técnica o de control
IIHALLUCYFQ,HALL FREQ PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,2533,5.355,True,False,False,Excluir: variable técnica o de control
IIHERFY,HEROIN FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,136,0.288,True,False,False,Excluir: variable técnica o de control
IIINHALYFQ2,INHALANT FREQ PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,653,1.381,True,False,False,Excluir: variable técnica o de control
IIMETHAMYFQ,METH FREQ PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,538,1.137,True,False,False,Excluir: variable técnica o de control
IIMJFY,MARIJUANA FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,12631,26.705,True,False,False,Excluir: variable técnica o de control
II2ALCRC,ALCOHOL RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47295,99.992,True,False,False,Excluir: variable técnica o de control
II2CGRRC,CIGAR RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
II2CIGRC,CIGARETTE RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
II2COCRC,COCAINE RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47264,99.926,True,False,False,Excluir: variable técnica o de control
II2CRKRC,CRACK RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
II2HERRC,HEROIN RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
II2LSDRC,LSD RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
II2MJRC,MARIJUANA RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47297,99.996,True,False,False,Excluir: variable técnica o de control
II2PCPRC,PCP RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IIALCRC,ALCOHOL RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47295,99.992,True,False,False,Excluir: variable técnica o de control
IIBZOANYYR,ANY BENZODIAZEPINES - PAST YEAR USE - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIBZONMYR,ANY BENZODIAZEPINES - PAST YEAR MISUSE - IMP IND,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IICBDHMPREC,CBD OR HEMP RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IICGRRC,CIGAR RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IICIGRC,CIGARETTE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IICOCRC,COCAINE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47264,99.926,True,False,False,Excluir: variable técnica o de control
IICRKRC,CRACK RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDAMTFXREC,DMT/AMT/FOXY RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IIECSTMOREC,ECSTASY RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47297,99.996,True,False,False,Excluir: variable técnica o de control
IIFENTANYYR2,FENTANYL PRODUCTS - ANY PAST YEAR USE - IMP IND,RECENCY OF DRUG USE,Original u otra,47240,99.875,True,False,False,Excluir: variable técnica o de control
IIFENTNMYR,FENTANYL PRODUCTS - PAST YEAR MISUSE - IMP IND,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIHALLUCREC,HALLUCINOGEN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47241,99.877,True,False,False,Excluir: variable técnica o de control
IIHERRC,HEROIN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIINHALREC2,INHALANT RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIKETMINREC,KETAMINE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IILSDRC,LSD RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IIMETHAMREC,METHAMPHETAMINE USE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIMJEVERVAPE,MARIJUANA VAPING LIFETIME - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,19186,40.563,True,False,False,Excluir: variable técnica o de control
IIMJMONDAB,"MARIJUANA DABBING WAXES, SHATTER, OR CONC PAST MONTH-IMP IND",RECENCY OF DRUG USE,Original u otra,9283,19.626,True,False,False,Excluir: variable técnica o de control
IIMJMONEAT,MARIJUANA EATING OR DRINKING PAST MONTH-IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,9258,19.573,True,False,False,Excluir: variable técnica o de control
IIMJMONMOUTH,MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH PAST MONTH-IMP IND,RECENCY OF DRUG USE,Original u otra,9286,19.633,True,False,False,Excluir: variable técnica o de control
IIMJMONPILL,MARIJUANA PILLS PAST MONTH - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,9282,19.624,True,False,False,Excluir: variable técnica o de control
IIMJMONSKIN,MARIJUANA LOTION/CREAM/PATCH TO SKIN PAST MONTH - IMP IND,RECENCY OF DRUG USE,Original u otra,9278,19.616,True,False,False,Excluir: variable técnica o de control
IIMJMONSMOKE,MARIJUANA SMOKING PAST MONTH - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,9280,19.62,True,False,False,Excluir: variable técnica o de control
IIMJMONVAPE,MARIJUANA VAPING PAST MONTH - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,9204,19.459,True,False,False,Excluir: variable técnica o de control
IIMJRC,MARIJUANA RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47297,99.996,True,False,False,Excluir: variable técnica o de control
IIMJYRDAB,"MARIJUANA DABBING WAXES, SHATTER, OR CONC PAST YEAR-IMP IND",RECENCY OF DRUG USE,Original u otra,13231,27.973,True,False,False,Excluir: variable técnica o de control
IIMJYREAT,MARIJUANA EATING OR DRINKING PAST YR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,13097,27.69,True,False,False,Excluir: variable técnica o de control
IIMJYRMOUTH,MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH PAST YR - IMP IND,RECENCY OF DRUG USE,Original u otra,13272,28.06,True,False,False,Excluir: variable técnica o de control
IIMJYROTHER,MARIJUANA OTHER WAY PAST YEAR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,13300,28.119,True,False,False,Excluir: variable técnica o de control
IIMJYRPILL,MARIJUANA PILLS PAST YEAR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,13304,28.127,True,False,False,Excluir: variable técnica o de control
IIMJYRSKIN,MARIJUANA LOTION/CREAM/PATCH TO SKIN PAST YEAR - IMP IND,RECENCY OF DRUG USE,Original u otra,13286,28.089,True,False,False,Excluir: variable técnica o de control
IIMJYRSMOKE,MARIJUANA SMOKING PAST YEAR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,13206,27.92,True,False,False,Excluir: variable técnica o de control
IIMJYRVAPE,MARIJUANA VAPING PAST YEAR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,13016,27.519,True,False,False,Excluir: variable técnica o de control
IINICVAPREC,NICOTINE VAPING RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47289,99.979,True,False,False,Excluir: variable técnica o de control
IIOXCNANYYR2,ANY OXYCONTIN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47234,99.863,True,False,False,Excluir: variable técnica o de control
IIOXCNNMYR,OXYCONTIN PAST YEAR MISUSE - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IIPCPRC,PCP RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IIPIPLF,LIFETIME PIPE USE - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIPIPMN,PAST MONTH PIPE USE - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,3987,8.429,True,False,False,Excluir: variable técnica o de control
IIPNRANYREC2,ANY PAIN RELIEVER RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47274,99.947,True,False,False,Excluir: variable técnica o de control
IIPNRNMREC,PAIN RELIEVER MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,46951,99.264,True,False,False,Excluir: variable técnica o de control
IIPSILCYREC,PSILOCYBIN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47295,99.992,True,False,False,Excluir: variable técnica o de control
