variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional,decision_modulo,justificacion
IRUD5TRQMIS,"TRANQUILIZER USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRUD5TRQUNM,"TRANQUILIZER USE DISORDER, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CELLNOTCL,NOT A CELL PHONE,INCOME,Original u otra,45395,95.975,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CELLWRKNG,WORKING CELL PHONE,INCOME,Original u otra,45380,95.943,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGAVOID,TEND TO AVOID PLACES THAT DON'T ALLOW SMOKING,NICOTINE DEPENDENCE,Original u otra,47181,99.751,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGCRAGP,CRAVING OF CIGS LIKE STRONG FORCE CAN'T CONTROL,NICOTINE DEPENDENCE,Original u otra,47190,99.77,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGCRAVE,START TO CRAVE CIGS WHEN DON'T SMOKE FOR FEW HRS,NICOTINE DEPENDENCE,Original u otra,47192,99.774,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGFNLKE,CHOOSE NOT TO BE AROUND FRIENDS WHO DON'T SMOKE,NICOTINE DEPENDENCE,Original u otra,46610,98.543,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGFNSMK,HAVE FRIENDS WHO DO NOT SMOKE CIGARETTES,NICOTINE DEPENDENCE,Original u otra,47194,99.778,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGINCRS,AMOUNT OF SMOKING HAS INCR. SINCE STARTED SMOKING,NICOTINE DEPENDENCE,Original u otra,47171,99.729,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGINCTL,FEEL A SENSE OF CONTROL OVER YOUR SMOKING,NICOTINE DEPENDENCE,Original u otra,47184,99.757,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGINFLU,# OF CIGS SMOKE PER DAY INFLUENCED BY OTHER THINGS,NICOTINE DEPENDENCE,Original u otra,47169,99.725,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGIRTBL,NEED TO SMOKE TO FEEL LESS IRRITABLE,NICOTINE DEPENDENCE,Original u otra,47182,99.753,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGLOTMR,SMOKE MUCH MORE NOW BEFORE FEEL ANYTHING,NICOTINE DEPENDENCE,Original u otra,47151,99.687,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGNMCHG,NUMBER OF CIGS SMOKE PER DAY OFTEN CHANGES,NICOTINE DEPENDENCE,Original u otra,47173,99.734,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGNOINF,SMOKING NOT AFFECTED BY OTHER THINGS,NICOTINE DEPENDENCE,Original u otra,47161,99.708,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGPLANE,RATHER NOT TRAVEL BY AIRPLANE B/C NO SMOKING,NICOTINE DEPENDENCE,Original u otra,47174,99.736,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGREGDY,SMOKE CIGS FAIRLY REGULARLY THROUGHOUT THE DAY,NICOTINE DEPENDENCE,Original u otra,47181,99.751,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGREGNM,SMOKE SAME NUMBER OF CIGS FROM DAY TO DAY,NICOTINE DEPENDENCE,Original u otra,47171,99.729,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGREGWK,SMOKE SAME AMOUNT ON WEEKENDS AS ON WEEKDAYS,NICOTINE DEPENDENCE,Original u otra,47169,99.725,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGRNOUT,SOMETIMES WORRY THAT YOU WILL RUN OUT OF CIGS,NICOTINE DEPENDENCE,Original u otra,47182,99.753,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGSATIS,NEED TO SMOKE A LOT MORE TO BE SATISFIED,NICOTINE DEPENDENCE,Original u otra,47164,99.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGSVLHR,"HAVE MANY CIGS IN HR, THEN NO CIGS TIL HRS LATER",NICOTINE DEPENDENCE,Original u otra,47168,99.723,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGWAKE,HOW SOON AFTER WAKING DO YOU HAVE YOUR FIRST CIG,NICOTINE DEPENDENCE,Original u otra,47039,99.45,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FTNDDEPND,NICOTINE DEPENDENCE BASED ON FTND SCALE,NICOTINE DEPENDENCE,Original u otra,47050,99.474,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NDSSDEPND,NICOTINE DEPENDENCE BASED ON NDSS SCORE,NICOTINE DEPENDENCE,Original u otra,47169,99.725,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH,NICOTINE DEPENDENCE,Original u otra,47049,99.471,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCAGLST,HOW OLD WERE YOU LAST TIME DRANK ALCOHOL BEVERAGE,PRIOR SUBSTANCE USE,Original u otra,22695,47.982,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCMLU,MONTH OF LAST ALCOHOL USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,16730,35.371,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCYLU,YEAR OF LAST ALCOHOL USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,16922,35.777,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCYRBFR,HAVE ALCOHOLIC BEVERAGE IN YEAR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,46487,98.283,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CGRAGLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGAR/CIGARILLO,PRIOR SUBSTANCE USE,Original u otra,44182,93.41,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGAGLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGARETTE,PRIOR SUBSTANCE USE,Original u otra,39816,84.179,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGARMLU,MONTH OF LAST CIGAR/CIGARILLO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,35036,74.073,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGARYLU,YEAR OF LAST CIGAR/CIGARILLO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,35136,74.285,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGDLLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGS DAILY,PRIOR SUBSTANCE USE,Original u otra,31639,66.891,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGDLMLU,MONTH OF LAST CIGARETTE USE EVERY DAY - RECODE,PRIOR SUBSTANCE USE,Original u otra,24219,51.204,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGDLYLU,YEAR OF LAST CIGARETTE USE EVERY DAY - RECODE,PRIOR SUBSTANCE USE,Original u otra,24247,51.263,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGMLU,MONTH OF LAST CIGARETTE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,25536,53.988,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGYLU,YEAR OF LAST CIGARETTE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,25673,54.278,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGYRBFR,SMOKE ALL OR PART OF CIGARETTE IN YR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,33938,71.752,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCAGLST,HOW OLD WERE YOU THE LAST TIME USED COCAINE,PRIOR SUBSTANCE USE,Original u otra,46348,97.989,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCMLU,MONTH OF LAST COCAINE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,41376,87.478,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCYLU,YEAR OF LAST COCAINE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,41424,87.579,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCYRBFR,HAVE ANY FORM OF COCAINE IN YEAR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,47122,99.626,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKAGLST,HOW OLD WERE YOU THE LAST TIME USED CRACK,PRIOR SUBSTANCE USE,Original u otra,47002,99.372,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKMLU,MONTH OF LAST CRACK USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,45779,96.786,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKYLU,YEAR OF LAST CRACK USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,45782,96.793,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ECSTMOAGL,HOW OLD WERE YOU THE LAST TIME USED ECSTASY/MOLLY,PRIOR SUBSTANCE USE,Original u otra,46671,98.672,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ECSTMOMLU,MONTH OF LAST ECSTASY OR MOLLY USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,43252,91.444,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ECSTMOYLU,YEAR OF LAST ECSTASY OR MOLLY USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,43272,91.486,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLAGLST,HOW OLD WERE YOU THE LAST TIME USED HALLUCINOGEN,PRIOR SUBSTANCE USE,Original u otra,45786,96.801,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLMOLST,MONTH OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,39709,83.953,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,39817,84.181,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERAGLST,HOW OLD WERE YOU THE LAST TIME USED HEROIN,PRIOR SUBSTANCE USE,Original u otra,47051,99.476,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERMLU,MONTH OF LAST HEROIN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,46194,97.664,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERYLU,YEAR OF LAST HEROIN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,46195,97.666,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHLAGLST,HOW OLD WERE YOU THE LAST TIME USED INHALANTS,PRIOR SUBSTANCE USE,Original u otra,46262,97.808,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHLMOLST,MONTH OF LAST INHALANT USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,42396,89.634,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHLYRLST,YEAR OF LAST INHALANT USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,42424,89.693,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
LSDAGLST,HOW OLD WERE YOU THE LAST TIME USED LSD,PRIOR SUBSTANCE USE,Original u otra,46675,98.681,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
LSDMLU,MONTH OF LAST LSD USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,42534,89.926,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
LSDYLU,YEAR OF LAST LSD USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,42558,89.977,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHAGLST,HOW OLD WERE YOU THE LAST TIME USED METH,PRIOR SUBSTANCE USE,Original u otra,46686,98.704,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHMOLST,MONTH OF LAST METH USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,44930,94.991,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHYRLST,YEAR OF LAST METHAMPHETAMINE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,44942,95.017,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJAGLST,HOW OLD WERE YOU THE LAST TIME USED MARIJUANA/CANNABIS,PRIOR SUBSTANCE USE,Original u otra,37273,78.803,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJMLU,MONTH OF LAST MARIJUANA/CANNABIS USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,26892,56.855,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJYLU,YEAR OF LAST MARIJUANA/CANNABIS USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,27123,57.344,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJYRBFR,USE MJ/CANNABIS EVEN ONCE YR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,46794,98.932,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PCPAGLST,HOW OLD WERE YOU THE LAST TIME USED PCP,PRIOR SUBSTANCE USE,Original u otra,47130,99.643,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PCPMLU,MONTH OF LAST PCP USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,46498,98.307,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PCPYLU,YEAR OF LAST PCP USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,46500,98.311,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SMKAGLAST,HOW OLD WERE YOU LAST THE TIME USED SMOKELESS TOB,PRIOR SUBSTANCE USE,Original u otra,45370,95.922,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SMKMOLAST,MONTH OF LAST SMOKELESS TOBACCO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,41384,87.494,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SMKYRLAST,YEAR OF LAST SMOKELESS TOBACCO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,41425,87.581,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CADRKCOCN2,RC-USED COCAINE WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47252,99.901,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CADRKHALL2,RC-USED HALLUCINOGENS WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47164,99.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CADRKHERN2,RC-USED HEROIN WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47286,99.973,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CADRKINHL2,RC-USED INHALANTS WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47250,99.896,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CADRKMARJ2,RC-USED MARIJUANA WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,46943,99.247,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CADRKMETH2,RC-USED METHAMPHETAMINE WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47273,99.945,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADBAR,"RC-MOST RECENT ALCOHOL USE AT RESTAURANT, BAR, OR CLUB",RECODED CONSUMPTION OF ALCOHOL,Recodificada,1284,2.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADBUND,RC-AGE PERSON WHO PURCHASED ALC FOR UNDERAGE DRINKER,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47169,99.725,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADBWHO,RC-HOW UNDERAGE DRINKER PURCHASED MOST RECNT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47187,99.763,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADCAG,RC-WHO PURCHASED UNDERAGE DRINKER MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,46990,99.347,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADCAR,RC-MOST RECENT ALCOHOL USE IN A CAR,RECODED CONSUMPTION OF ALCOHOL,Recodificada,1284,2.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADEVNT,RC-MOST RECENT ALCOHOL USE AT CONCERT OR SPORTS GAME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,1284,2.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADFRD,"RC-MOST RECENT ALCOHOL FROM FRIEND, UNSPEC AGE/METHOD",RECODED CONSUMPTION OF ALCOHOL,Recodificada,47148,99.681,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADFWHO,RC-WHO GAVE UNDERAGE DRINKER MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,46709,98.753,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADHOME,RC-MOST RECENT ALCOHOL USE AT HOME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,1284,2.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADMONY,RC-UNDERAGE DRINKER PURCHASED MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47187,99.763,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADOTHM,RC-MOST RECENT ALCOHOL USE AT SOMEONE ELSE'S HOME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,1284,2.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADOTSP2,RC-OTHER LOCATIONS OF MOST RECENT ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,40,0.085,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADPAID,RC-UNDERAGE DRINKER PAID FOR MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47191,99.772,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADPEOP,RC-SOCIAL CONTEXT OF MOST RECENT ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47199,99.789,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADPLACE,RC-WHERE UNDERAGE DRINKER PURCHSD MOST RECNT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,47184,99.757,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADPUBL,"RC-MOST RECENT ALCOHOL USE AT A PARK, BEACH, OR LOT",RECODED CONSUMPTION OF ALCOHOL,Recodificada,1284,2.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADROTH,RC-MOST RECENT ALCOHOL USE AT SOME OTHER PLACE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,1268,2.681,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
UADSCHL,RC-MOST RECENT ALCOHOL USE AT SCHOOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,1284,2.715,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CATAG2,RC-AGE CATEGORY RECODE (3 LEVELS),RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CATAG3,RC-AGE CATEGORY RECODE (5 LEVELS),RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CATAG6,RC-AGE CATEGORY RECODE (6 LEVELS),RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CATAG7,RC-AGE CATEGORY RECODE (7 LEVELS),RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CATAGE,RC-AGE CATEGORY,RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DRVINAGE,RC-DUI AGE CATEGORY RECODE,RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DRVINDETAG,RC-DUI DETAILED AGE CATEGORY RECODE,RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
EDUHIGHCAT,RC-EDUCATION CATEGORIES,RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HEALTH2,RC-OVERALL HEALTH RECODE,RECODED DEMOGRAPHICS,Recodificada,47274,99.947,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NEWRACE2,RC-RACE/HISPANICITY RECODE (7 LEVELS),RECODED DEMOGRAPHICS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PREGAGE2,RC-PREGNANCY AGE CATEGORY RECODE,RECODED DEMOGRAPHICS,Recodificada,32803,69.352,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEXAGE,RC-COMBINED SEX BY AGE CATEGORY INDICATOR,RECODED DEMOGRAPHICS,Recodificada,14136,29.886,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEXRACE,RC-COMBINED SEX BY RACE INDICATOR,RECODED DEMOGRAPHICS,Recodificada,42171,89.158,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
AIRDUSEVER2,RC-EVER USED COMPUTER CLEANER/AIR DUSTER TO GET HIGH,RECODED DRUG USE,Recodificada,47296,99.994,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCFLAG,RC-ALCOHOL - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCMDAYS,RC-# OF DAYS USED ALCOHOL IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCMON,RC-ALCOHOL - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
